vendor,series,display_name,target_config,device_type,classification_status,part_number
Silicon Labs,SERIES0,Series0,tcl/target/silabs/series0.cfg,MCU,Auto-classified,
Silicon Labs,SERIES1,Series1,tcl/target/silabs/series1.cfg,MCU,Auto-classified,
Silicon Labs,SERIES2,Series2,tcl/target/silabs/series2.cfg,MCU,Auto-classified,
Silicon Labs,XG21,Xg21,tcl/target/silabs/xg21.cfg,MCU,Auto-classified,
Silicon Labs,XG23,Xg23,tcl/target/silabs/xg23.cfg,MCU,Auto-classified,
Silicon Labs,XG24,Xg24,tcl/target/silabs/xg24.cfg,MCU,Auto-classified,
Silicon Labs,XG25,Xg25,tcl/target/silabs/xg25.cfg,MCU,Auto-classified,
Silicon Labs,XG26,Xg26,tcl/target/silabs/xg26.cfg,MCU,Auto-classified,
Silicon Labs,XG28,Xg28,tcl/target/silabs/xg28.cfg,MCU,Auto-classified,
Silicon Labs,XG29,Xg29,tcl/target/silabs/xg29.cfg,MCU,Auto-classified,
Silicon Labs,SIM3X,Sim3X,tcl/target/sim3x.cfg,MCU,Auto-classified,
Unclassified,SMP8634,Smp8634,tcl/target/smp8634.cfg,Unknown,Needs review,
Unclassified,SNPS EM SK FPGA,Snps Em Sk Fpga,tcl/target/snps_em_sk_fpga.cfg,FPGA/SoC,Needs review,
Unclassified,SNPS HSDK,Snps Hsdk,tcl/target/snps_hsdk.cfg,Unknown,Needs review,
Unclassified,SNPS HSDK 4XD,Snps Hsdk 4Xd,tcl/target/snps_hsdk_4xd.cfg,Unknown,Needs review,
Unclassified,SPACEMIT-K1,Spacemit-K1,tcl/target/spacemit-k1.cfg,Unknown,Needs review,
Unclassified,SPACEMIT-K3,Spacemit-K3,tcl/target/spacemit-k3.cfg,Unknown,Needs review,
Unclassified,SPEAR3XX,Spear3Xx,tcl/target/spear3xx.cfg,Unknown,Needs review,
STMicroelectronics,STM32MP13X,Stm32Mp13X,tcl/target/st/stm32mp13x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32MP15X,Stm32Mp15X,tcl/target/st/stm32mp15x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32MP21X,Stm32Mp21X,tcl/target/st/stm32mp21x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32MP23X,Stm32Mp23X,tcl/target/st/stm32mp23x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32MP25X,Stm32Mp25X,tcl/target/st/stm32mp25x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32C0,Stm32C0X,tcl/target/stm32c0x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32F0,Stm32F0X,tcl/target/stm32f0x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32F1,Stm32F1X,tcl/target/stm32f1x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32F2,Stm32F2X,tcl/target/stm32f2x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32F3,Stm32F3X,tcl/target/stm32f3x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32F4,Stm32F4X,tcl/target/stm32f4x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32F7,Stm32F7X,tcl/target/stm32f7x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32G0,Stm32G0X,tcl/target/stm32g0x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32G4,Stm32G4X,tcl/target/stm32g4x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32H7,Stm32H7Rsx,tcl/target/stm32h7rsx.cfg,MCU,Auto-classified,
STMicroelectronics,STM32H7,Stm32H7X,tcl/target/stm32h7x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32H7,Stm32H7X Dual Bank,tcl/target/stm32h7x_dual_bank.cfg,MCU,Auto-classified,
STMicroelectronics,STM32L0,Stm32L0,tcl/target/stm32l0.cfg,MCU,Auto-classified,
STMicroelectronics,STM32L0,Stm32L0 Dual Bank,tcl/target/stm32l0_dual_bank.cfg,MCU,Auto-classified,
STMicroelectronics,STM32L1,Stm32L1,tcl/target/stm32l1.cfg,MCU,Auto-classified,
STMicroelectronics,STM32L1,Stm32L1X Dual Bank,tcl/target/stm32l1x_dual_bank.cfg,MCU,Auto-classified,
STMicroelectronics,STM32L4,Stm32L4X,tcl/target/stm32l4x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32L5,Stm32L5X,tcl/target/stm32l5x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32N6,Stm32N6X,tcl/target/stm32n6x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32U0,Stm32U0X,tcl/target/stm32u0x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32U3,Stm32U3X,tcl/target/stm32u3x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32U5,Stm32U5X,tcl/target/stm32u5x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32W108,Stm32W108Xx,tcl/target/stm32w108xx.cfg,MCU,Auto-classified,
STMicroelectronics,STM32WBA2X,Stm32Wba2X,tcl/target/stm32wba2x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32WBA5X,Stm32Wba5X,tcl/target/stm32wba5x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32WBA6X,Stm32Wba6X,tcl/target/stm32wba6x.cfg,MCU,Auto-classified,
STMicroelectronics,STM32WBX,Stm32Wbx,tcl/target/stm32wbx.cfg,MCU,Auto-classified,
STMicroelectronics,STM32WLX,Stm32Wlx,tcl/target/stm32wlx.cfg,MCU,Auto-classified,
STMicroelectronics,STM32X5,Stm32X5X Common,tcl/target/stm32x5x_common.cfg,MCU,Internal/helper,
STMicroelectronics,STM32XL,Stm32Xl,tcl/target/stm32xl.cfg,MCU,Auto-classified,
STMicroelectronics,STM8L,Stm8L,tcl/target/stm8l.cfg,MCU,Auto-classified,
STMicroelectronics,STM8L,Stm8L151X2,tcl/target/stm8l151x2.cfg,MCU,Auto-classified,
STMicroelectronics,STM8L,Stm8L151X3,tcl/target/stm8l151x3.cfg,MCU,Auto-classified,
STMicroelectronics,STM8L,Stm8L152,tcl/target/stm8l152.cfg,MCU,Auto-classified,
STMicroelectronics,STM8L,Stm8L15Xx4,tcl/target/stm8l15xx4.cfg,MCU,Auto-classified,
STMicroelectronics,STM8L,Stm8L15Xx6,tcl/target/stm8l15xx6.cfg,MCU,Auto-classified,
STMicroelectronics,STM8L,Stm8L15Xx8,tcl/target/stm8l15xx8.cfg,MCU,Auto-classified,
STMicroelectronics,STM8S,Stm8S,tcl/target/stm8s.cfg,MCU,Auto-classified,
STMicroelectronics,STM8S,Stm8S003,tcl/target/stm8s003.cfg,MCU,Auto-classified,
STMicroelectronics,STM8S,Stm8S103,tcl/target/stm8s103.cfg,MCU,Auto-classified,
STMicroelectronics,STM8S,Stm8S105,tcl/target/stm8s105.cfg,MCU,Auto-classified,
STMicroelectronics,STR710,Str710,tcl/target/str710.cfg,MCU,Auto-classified,
STMicroelectronics,STR730,Str730,tcl/target/str730.cfg,MCU,Auto-classified,
STMicroelectronics,STR750,Str750,tcl/target/str750.cfg,MCU,Auto-classified,
STMicroelectronics,STR912,Str912,tcl/target/str912.cfg,MCU,Auto-classified,
Unclassified,SWM050,Swm050,tcl/target/swm050.cfg,Unknown,Needs review,
Unclassified,TEST,Test Reset Syntax Error,tcl/target/test_reset_syntax_error.cfg,Unknown,Internal/helper,
Unclassified,TEST SYNTAX ERROR,Test Syntax Error,tcl/target/test_syntax_error.cfg,Unknown,Internal/helper,
Texas Instruments,AM335X,Am335X,tcl/target/ti/am335x.cfg,MCU,Auto-classified,
Texas Instruments,AM437X,Am437X,tcl/target/ti/am437x.cfg,MCU,Auto-classified,
Texas Instruments,AMDM37X,Amdm37X,tcl/target/ti/amdm37x.cfg,MCU,Auto-classified,
Texas Instruments,AR7,Ar7,tcl/target/ti/ar7.cfg,MCU,Auto-classified,
Texas Instruments,CALYPSO,Calypso,tcl/target/ti/calypso.cfg,MCU,Auto-classified,
Texas Instruments,CC13,Cc13X0,tcl/target/ti/cc13x0.cfg,MCU,Auto-classified,
Texas Instruments,CC13,Cc13X2,tcl/target/ti/cc13x2.cfg,MCU,Auto-classified,
Texas Instruments,CC2538,Cc2538,tcl/target/ti/cc2538.cfg,MCU,Auto-classified,
Texas Instruments,CC26,Cc26X0,tcl/target/ti/cc26x0.cfg,MCU,Auto-classified,
Texas Instruments,CC26,Cc26X2,tcl/target/ti/cc26x2.cfg,MCU,Auto-classified,
Texas Instruments,CC26,Cc26X2X7,tcl/target/ti/cc26x2x7.cfg,MCU,Auto-classified,
Texas Instruments,CC3220,Cc3220Sf,tcl/target/ti/cc3220sf.cfg,MCU,Auto-classified,
Texas Instruments,CC32,Cc32Xx,tcl/target/ti/cc32xx.cfg,MCU,Auto-classified,
Texas Instruments,CJTAG,Cjtag,tcl/target/ti/cjtag.cfg,MCU,Auto-classified,
Texas Instruments,DAVINCI,Davinci,tcl/target/ti/davinci.cfg,MCU,Auto-classified,
Texas Instruments,DM355,Dm355,tcl/target/ti/dm355.cfg,MCU,Auto-classified,
Texas Instruments,DM365,Dm365,tcl/target/ti/dm365.cfg,MCU,Auto-classified,
Texas Instruments,DM6446,Dm6446,tcl/target/ti/dm6446.cfg,MCU,Auto-classified,
Texas Instruments,ICEPICK,Icepick,tcl/target/ti/icepick.cfg,MCU,Auto-classified,
Texas Instruments,K3,K3,tcl/target/ti/k3.cfg,MCU,Auto-classified,
Texas Instruments,MSP432,Msp432,tcl/target/ti/msp432.cfg,MCU,Auto-classified,
Texas Instruments,MSPM0,Mspm0,tcl/target/ti/mspm0.cfg,MCU,Auto-classified,
Texas Instruments,OMAP2420,Omap2420,tcl/target/ti/omap2420.cfg,MCU,Auto-classified,
Texas Instruments,OMAP3530,Omap3530,tcl/target/ti/omap3530.cfg,MCU,Auto-classified,
Texas Instruments,OMAP4430,Omap4430,tcl/target/ti/omap4430.cfg,MCU,Auto-classified,
Texas Instruments,OMAP4460,Omap4460,tcl/target/ti/omap4460.cfg,MCU,Auto-classified,
Texas Instruments,OMAP5912,Omap5912,tcl/target/ti/omap5912.cfg,MCU,Auto-classified,
Texas Instruments,OMAPL138,Omapl138,tcl/target/ti/omapl138.cfg,MCU,Auto-classified,
Texas Instruments,RM4X,Rm4X,tcl/target/ti/rm4x.cfg,MCU,Auto-classified,
Texas Instruments,STELLARIS,Stellaris,tcl/target/ti/stellaris.cfg,MCU,Auto-classified,
Texas Instruments,TMS570,Tms570,tcl/target/ti/tms570.cfg,MCU,Auto-classified,
Texas Instruments,TMS570LC43XX,Tms570Lc43Xx,tcl/target/ti/tms570lc43xx.cfg,MCU,Auto-classified,
Texas Instruments,TMS570LS1X,Tms570Ls1X,tcl/target/ti/tms570ls1x.cfg,MCU,Auto-classified,
Texas Instruments,TMS570LS20XXX,Tms570Ls20Xxx,tcl/target/ti/tms570ls20xxx.cfg,MCU,Auto-classified,
Texas Instruments,TMS570LS3137,Tms570Ls3137,tcl/target/ti/tms570ls3137.cfg,MCU,Auto-classified,
Unclassified,TMPA900,Tmpa900,tcl/target/tmpa900.cfg,Unknown,Internal/helper,
Unclassified,TMPA910,Tmpa910,tcl/target/tmpa910.cfg,Unknown,Internal/helper,
Unclassified,TNETC4401,Tnetc4401,tcl/target/tnetc4401.cfg,Unknown,Needs review,
Unclassified,U8500,U8500,tcl/target/u8500.cfg,Unknown,Needs review,
Unclassified,VD AARCH64,Vd Aarch64,tcl/target/vd_aarch64.cfg,Unknown,Internal/helper,
Unclassified,VD CORTEX M,Vd Cortex M,tcl/target/vd_cortex_m.cfg,Unknown,Internal/helper,
Unclassified,VD RISCV,Vd Riscv,tcl/target/vd_riscv.cfg,Unknown,Internal/helper,
NXP,VYBRID VF6XX,Vybrid Vf6Xx,tcl/target/vybrid_vf6xx.cfg,MCU,Auto-classified,
AMD/Xilinx,XILINX ZYNQMP,Xilinx Zynqmp,tcl/target/xilinx_zynqmp.cfg,FPGA SoC,Auto-classified,
AMD/Xilinx,ZYNQ-7000,Zynq-7000,tcl/target/xlnx/zynq-7000.cfg,FPGA SoC,Auto-classified,
Infineon,XMC1,Xmc1Xxx,tcl/target/xmc1xxx.cfg,MCU,Auto-classified,
Infineon,XMC4,Xmc4Xxx,tcl/target/xmc4xxx.cfg,MCU,Auto-classified,
XMOS,XMOS XS1-XAU8A-10,Xmos Xs1-Xau8A-10 Arm,tcl/target/xmos_xs1-xau8a-10_arm.cfg,MCU,Auto-classified,
Espressif,XTENSA-CORE-ESP32,Xtensa-Core-Esp32,tcl/target/xtensa-core-esp32.cfg,Wireless MCU,Auto-classified,
Espressif,XTENSA-CORE-ESP32S2,Xtensa-Core-Esp32S2,tcl/target/xtensa-core-esp32s2.cfg,Wireless MCU,Auto-classified,
Espressif,XTENSA-CORE-ESP32S3,Xtensa-Core-Esp32S3,tcl/target/xtensa-core-esp32s3.cfg,Wireless MCU,Auto-classified,
Unclassified,XTENSA-CORE-NXP RT600,Xtensa-Core-Nxp Rt600,tcl/target/xtensa-core-nxp_rt600.cfg,Unknown,Needs review,
Unclassified,XTENSA-CORE-XT8,Xtensa-Core-Xt8,tcl/target/xtensa-core-xt8.cfg,Unknown,Needs review,
Unclassified,XTENSA,Xtensa,tcl/target/xtensa.cfg,Unknown,Internal/helper,
Unclassified,К1879XБ1Я,К1879Xб1Я,tcl/target/к1879xб1я.cfg,Unknown,Needs review,
