vendor,family,subfamily,part_number,identifier_kind,cmsis_device,target_config,cpu_architectures,flash_drivers,openocd_distribution,openocd_commit,source_pack_vendor,source_pack_name,source_pack_version,source_kind,source_url,source_content_sha256,mapping_rule_id,mapping_status,validation_status
Cypress/Fujitsu,FM3 Basic Series,MB9AF120,MB9AF121K,cmsis_device_name,MB9AF121K,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Basic Series,MB9AF120,MB9AF121L,cmsis_device_name,MB9AF121L,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Ultra Low Leak Series,MB9AF130,MB9AF131K,cmsis_device_name,MB9AF131K,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3UltraLowLeak_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3UltraLowLeak_DFP.pdsc,dd4708fe39394aa35f618079ffcae3c7b02e486f3aa9701b257a9d30c6bfc2bf,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Ultra Low Leak Series,MB9AF130,MB9AF131L,cmsis_device_name,MB9AF131L,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3UltraLowLeak_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3UltraLowLeak_DFP.pdsc,dd4708fe39394aa35f618079ffcae3c7b02e486f3aa9701b257a9d30c6bfc2bf,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Ultra Low Leak Series,MB9AF130,MB9AF131M,cmsis_device_name,MB9AF131M,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3UltraLowLeak_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3UltraLowLeak_DFP.pdsc,dd4708fe39394aa35f618079ffcae3c7b02e486f3aa9701b257a9d30c6bfc2bf,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Ultra Low Leak Series,MB9AF130,MB9AF131N,cmsis_device_name,MB9AF131N,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3UltraLowLeak_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3UltraLowLeak_DFP.pdsc,dd4708fe39394aa35f618079ffcae3c7b02e486f3aa9701b257a9d30c6bfc2bf,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Ultra Low Leak Series,MB9AF130,MB9AF132K,cmsis_device_name,MB9AF132K,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3UltraLowLeak_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3UltraLowLeak_DFP.pdsc,dd4708fe39394aa35f618079ffcae3c7b02e486f3aa9701b257a9d30c6bfc2bf,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Ultra Low Leak Series,MB9AF130,MB9AF132L,cmsis_device_name,MB9AF132L,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3UltraLowLeak_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3UltraLowLeak_DFP.pdsc,dd4708fe39394aa35f618079ffcae3c7b02e486f3aa9701b257a9d30c6bfc2bf,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Ultra Low Leak Series,MB9AF130,MB9AF132M,cmsis_device_name,MB9AF132M,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3UltraLowLeak_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3UltraLowLeak_DFP.pdsc,dd4708fe39394aa35f618079ffcae3c7b02e486f3aa9701b257a9d30c6bfc2bf,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Ultra Low Leak Series,MB9AF130,MB9AF132N,cmsis_device_name,MB9AF132N,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3UltraLowLeak_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3UltraLowLeak_DFP.pdsc,dd4708fe39394aa35f618079ffcae3c7b02e486f3aa9701b257a9d30c6bfc2bf,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF140,MB9AF141L,cmsis_device_name,MB9AF141L,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF140,MB9AF141M,cmsis_device_name,MB9AF141M,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF140,MB9AF141N,cmsis_device_name,MB9AF141N,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF140,MB9AF142L,cmsis_device_name,MB9AF142L,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF140,MB9AF142M,cmsis_device_name,MB9AF142M,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF140,MB9AF142N,cmsis_device_name,MB9AF142N,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF140,MB9AF144L,cmsis_device_name,MB9AF144L,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF140,MB9AF144M,cmsis_device_name,MB9AF144M,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF140,MB9AF144N,cmsis_device_name,MB9AF144N,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF150,MB9AF154M,cmsis_device_name,MB9AF154M,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF150,MB9AF154N,cmsis_device_name,MB9AF154N,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF150,MB9AF154R,cmsis_device_name,MB9AF154R,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF150,MB9AF155M,cmsis_device_name,MB9AF155M,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF150,MB9AF155N,cmsis_device_name,MB9AF155N,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF150,MB9AF155R,cmsis_device_name,MB9AF155R,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF150,MB9AF156M,cmsis_device_name,MB9AF156M,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF150,MB9AF156N,cmsis_device_name,MB9AF156N,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF150,MB9AF156R,cmsis_device_name,MB9AF156R,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Basic Series,MB9AF310,MB9AF311K,cmsis_device_name,MB9AF311K,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Basic Series,MB9AF310,MB9AF311L,cmsis_device_name,MB9AF311L,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Basic Series,MB9AF310,MB9AF311M,cmsis_device_name,MB9AF311M,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Basic Series,MB9AF310,MB9AF311N,cmsis_device_name,MB9AF311N,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Basic Series,MB9AF310,MB9AF312K,cmsis_device_name,MB9AF312K,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Basic Series,MB9AF310,MB9AF312L,cmsis_device_name,MB9AF312L,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Basic Series,MB9AF310,MB9AF312M,cmsis_device_name,MB9AF312M,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Basic Series,MB9AF310,MB9AF312N,cmsis_device_name,MB9AF312N,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Basic Series,MB9AF310,MB9AF314L,cmsis_device_name,MB9AF314L,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Basic Series,MB9AF310,MB9AF314M,cmsis_device_name,MB9AF314M,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Basic Series,MB9AF310,MB9AF314N,cmsis_device_name,MB9AF314N,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Basic Series,MB9AF310,MB9AF315M,cmsis_device_name,MB9AF315M,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Basic Series,MB9AF310,MB9AF315N,cmsis_device_name,MB9AF315N,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Basic Series,MB9AF310,MB9AF316M,cmsis_device_name,MB9AF316M,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Basic Series,MB9AF310,MB9AF316N,cmsis_device_name,MB9AF316N,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF340,MB9AF341L,cmsis_device_name,MB9AF341L,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF340,MB9AF341M,cmsis_device_name,MB9AF341M,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF340,MB9AF341N,cmsis_device_name,MB9AF341N,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF340,MB9AF342L,cmsis_device_name,MB9AF342L,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF340,MB9AF342M,cmsis_device_name,MB9AF342M,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF340,MB9AF342N,cmsis_device_name,MB9AF342N,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF340,MB9AF344L,cmsis_device_name,MB9AF344L,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF340,MB9AF344M,cmsis_device_name,MB9AF344M,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Low Power Series,MB9AF340,MB9AF344N,cmsis_device_name,MB9AF344N,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3LowPower_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3LowPower_DFP.pdsc,0b684ebaab1afc2b8bc633d8d7e2662347a306832323e3a8791d077a8b06807e,fujitsu-fm3,mapping_candidate,not_verified
Cypress/Fujitsu,FM3 Basic Series,MB9AF420,MB9AF421K,cmsis_device_name,MB9AF421K,tcl/target/fm3.cfg,"[""ARM Cortex-M""]","[""fm3""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,Keil,FM3Basic_DFP,1.1.1,cmsis_pdsc,https://www.keil.com/pack/Keil.FM3Basic_DFP.pdsc,ceac5e9e48f8d90f1f3ce03fbeac24b2bae381c683a239d20e3846befa090fff,fujitsu-fm3,mapping_candidate,not_verified
