vendor,series,target_config,device_type,classification_status,capability_status,capability_reason,flash_drivers,flash_banks,include_graph,openocd_distribution,openocd_commit,validation_status
Analog Devices,MAX32672,tcl/target/max32672.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""max32xxx""]","[{""declaration_file"":""tcl/target/max32672.cfg"",""bank"":""$_CHIPNAME.flash1"",""driver"":""max32xxx"",""base"":""$FLASH_BASE""},{""declaration_file"":""tcl/target/max32xxx_common.cfg"",""bank"":""$_CHIPNAME.flash"",""driver"":""max32xxx"",""base"":""$_FLASH_BASE""}]","[""tcl/target/max32672.cfg"",""tcl/target/max32xxx_common.cfg"",""tcl/mem_helper.tcl"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Analog Devices,MAX32675,tcl/target/max32675.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""max32xxx""]","[{""declaration_file"":""tcl/target/max32xxx_common.cfg"",""bank"":""$_CHIPNAME.flash"",""driver"":""max32xxx"",""base"":""$_FLASH_BASE""}]","[""tcl/target/max32675.cfg"",""tcl/target/max32xxx_common.cfg"",""tcl/mem_helper.tcl"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Analog Devices,MAX32680,tcl/target/max32680.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""max32xxx""]","[{""declaration_file"":""tcl/target/max32xxx_common.cfg"",""bank"":""$_CHIPNAME.flash"",""driver"":""max32xxx"",""base"":""$_FLASH_BASE""}]","[""tcl/target/max32680.cfg"",""tcl/target/max32xxx_common.cfg"",""tcl/mem_helper.tcl"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Analog Devices,MAX32690,tcl/target/max32690.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""max32xxx""]","[{""declaration_file"":""tcl/target/max32690.cfg"",""bank"":""$_CHIPNAME.flash1"",""driver"":""max32xxx"",""base"":""$FLASH_BASE""},{""declaration_file"":""tcl/target/max32xxx_common.cfg"",""bank"":""$_CHIPNAME.flash"",""driver"":""max32xxx"",""base"":""$_FLASH_BASE""}]","[""tcl/target/max32690.cfg"",""tcl/target/max32xxx_common.cfg"",""tcl/mem_helper.tcl"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Analog Devices,MAX32XXX,tcl/target/max32xxx_common.cfg,MCU,Internal/helper,helper_or_alias,Common/base or bank-layout configuration; collapse into a customer target,"[""max32xxx""]","[{""declaration_file"":""tcl/target/max32xxx_common.cfg"",""bank"":""$_CHIPNAME.flash"",""driver"":""max32xxx"",""base"":""$_FLASH_BASE""}]","[""tcl/target/max32xxx_common.cfg"",""tcl/mem_helper.tcl"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Artery,AT32F4X,tcl/target/artery/at32f4x.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""artery""]","[{""declaration_file"":""tcl/target/artery/at32f4x.cfg"",""bank"":""$_FLASHNAME"",""driver"":""artery"",""base"":""0x08000000""}]","[""tcl/target/artery/at32f4x.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Bouffalo Lab,BL602,tcl/target/bl602.cfg,Wireless MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""bl602""]","[{""declaration_file"":""tcl/target/bl602_common.cfg"",""bank"":""$_FLASHNAME"",""driver"":""bl602"",""base"":""0x23000000""}]","[""tcl/target/bl602.cfg"",""tcl/target/bl602_common.cfg"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Bouffalo Lab,BL602,tcl/target/bl602_common.cfg,Wireless MCU,Internal/helper,helper_or_alias,Common/base or bank-layout configuration; collapse into a customer target,"[""bl602""]","[{""declaration_file"":""tcl/target/bl602_common.cfg"",""bank"":""$_FLASHNAME"",""driver"":""bl602"",""base"":""0x23000000""}]","[""tcl/target/bl602_common.cfg"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Bouffalo Lab,BL702,tcl/target/bl702.cfg,Wireless MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""bl602""]","[{""declaration_file"":""tcl/target/bl602_common.cfg"",""bank"":""$_FLASHNAME"",""driver"":""bl602"",""base"":""0x23000000""}]","[""tcl/target/bl702.cfg"",""tcl/target/bl602_common.cfg"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Bouffalo Lab,BL702,tcl/target/bl702l.cfg,Wireless MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""bl602""]","[{""declaration_file"":""tcl/target/bl602_common.cfg"",""bank"":""$_FLASHNAME"",""driver"":""bl602"",""base"":""0x23000000""}]","[""tcl/target/bl702l.cfg"",""tcl/target/bl602_common.cfg"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Cypress/Fujitsu,FM3,tcl/target/fm3.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""fm3""]","[{""declaration_file"":""tcl/target/fm3.cfg"",""bank"":""$_FLASHNAME"",""driver"":""fm3"",""base"":""0""}]","[""tcl/target/fm3.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Cypress/Fujitsu,FM4 MB9BF,tcl/target/fm4_mb9bf.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""fm4""]","[{""declaration_file"":""tcl/target/fm4_mb9bf.cfg"",""bank"":""$_FLASHNAME"",""driver"":""fm4"",""base"":""0x00000000""}]","[""tcl/target/fm4_mb9bf.cfg"",""tcl/target/fm4.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Cypress/Fujitsu,FM4 S6E2CC,tcl/target/fm4_s6e2cc.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""fm4""]","[{""declaration_file"":""tcl/target/fm4_s6e2cc.cfg"",""bank"":""${_FLASHNAME}0"",""driver"":""fm4"",""base"":""0x00000000""},{""declaration_file"":""tcl/target/fm4_s6e2cc.cfg"",""bank"":""${_FLASHNAME}1"",""driver"":""fm4"",""base"":""0x00100000""}]","[""tcl/target/fm4_s6e2cc.cfg"",""tcl/target/fm4.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Geehy,APM32F0X,tcl/target/geehy/apm32f0x.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""stm32f1x""]","[{""declaration_file"":""tcl/target/geehy/apm32f0x.cfg"",""bank"":""$_FLASHNAME"",""driver"":""stm32f1x"",""base"":""0x08000000""}]","[""tcl/target/geehy/apm32f0x.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Geehy,APM32F1X,tcl/target/geehy/apm32f1x.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""stm32f1x""]","[{""declaration_file"":""tcl/target/geehy/apm32f1x.cfg"",""bank"":""$_FLASHNAME"",""driver"":""stm32f1x"",""base"":""0""}]","[""tcl/target/geehy/apm32f1x.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Geehy,APM32F4X,tcl/target/geehy/apm32f4x.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""stm32f2x""]","[{""declaration_file"":""tcl/target/geehy/apm32f4x.cfg"",""bank"":""$_FLASHNAME"",""driver"":""stm32f2x"",""base"":""0""}]","[""tcl/target/geehy/apm32f4x.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
GigaDevice,GD32E23X,tcl/target/gigadevice/gd32e23x.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""stm32f1x""]","[{""declaration_file"":""tcl/target/gigadevice/gd32e23x.cfg"",""bank"":""$_FLASHNAME"",""driver"":""stm32f1x"",""base"":""0x08000000""}]","[""tcl/target/gigadevice/gd32e23x.cfg"",""tcl/target/swj-dp.tcl"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
GigaDevice,GD32VF103,tcl/target/gigadevice/gd32vf103.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""stm32f1x""]","[{""declaration_file"":""tcl/target/gigadevice/gd32vf103.cfg"",""bank"":""$_FLASHNAME"",""driver"":""stm32f1x"",""base"":""0x08000000""}]","[""tcl/target/gigadevice/gd32vf103.cfg"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Holtek,HT32F4X,tcl/target/holtek/ht32f4x.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""artery""]","[{""declaration_file"":""tcl/target/holtek/ht32f4x.cfg"",""bank"":""$_CHIPNAME.flash"",""driver"":""artery"",""base"":""0x08000000""}]","[""tcl/target/holtek/ht32f4x.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Infineon,PSOC5,tcl/target/psoc5lp.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""psoc5lp"",""psoc5lp_eeprom"",""psoc5lp_nvl""]","[{""declaration_file"":""tcl/target/psoc5lp.cfg"",""bank"":""$_FLASHNAME"",""driver"":""psoc5lp"",""base"":""0x00000000""},{""declaration_file"":""tcl/target/psoc5lp.cfg"",""bank"":""$_CHIPNAME.eeprom"",""driver"":""psoc5lp_eeprom"",""base"":""0x40008000""},{""declaration_file"":""tcl/target/psoc5lp.cfg"",""bank"":""$_CHIPNAME.nvl"",""driver"":""psoc5lp_nvl"",""base"":""0""}]","[""tcl/target/psoc5lp.cfg"",""tcl/target/swj-dp.tcl"",""tcl/mem_helper.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Microchip,AT91SAM3AX,tcl/target/at91sam3ax_4x.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""at91sam3""]","[{""declaration_file"":""tcl/target/at91sam3ax_4x.cfg"",""bank"":""$_FLASHNAME"",""driver"":""at91sam3"",""base"":""0x000080000""},{""declaration_file"":""tcl/target/at91sam3ax_4x.cfg"",""bank"":""$_FLASHNAME"",""driver"":""at91sam3"",""base"":""0x0000A0000""}]","[""tcl/target/at91sam3ax_4x.cfg"",""tcl/target/at91sam3ax_xx.cfg"",""tcl/target/at91sam3XXX.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
Microchip,AT91SAM3AX,tcl/target/at91sam3ax_8x.cfg,MCU,Auto-classified,flash_driver_declared,Concrete OpenOCD Flash driver resolved statically,"[""at91sam3""]","[{""declaration_file"":""tcl/target/at91sam3ax_8x.cfg"",""bank"":""$_FLASHNAME"",""driver"":""at91sam3"",""base"":""0x000080000""},{""declaration_file"":""tcl/target/at91sam3ax_8x.cfg"",""bank"":""$_FLASHNAME"",""driver"":""at91sam3"",""base"":""0x0000C0000""}]","[""tcl/target/at91sam3ax_8x.cfg"",""tcl/target/at91sam3ax_xx.cfg"",""tcl/target/at91sam3XXX.cfg"",""tcl/target/swj-dp.tcl""]",upstream-openocd,56b8d93fbe61a78dc903d770820d6d896b6d8134,not_verified
