vendor,part_number,identifier_kind,cpu_architectures,target_config,openocd_distribution,mapping_status,validation_status,catalog_origin
Holtek,HT32F49041_20TSSOP,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49041_32QFN,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49041_48LQFP,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49041_64LQFP,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49153_100LQFP,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49153_32QFN,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49153_48LQFP,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49153_64LQFP,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49163_100LQFP,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49163_32QFN,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49163_48LQFP,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49163_64LQFP,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49365_100LQFP,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49365_48LQFP,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49365_48QFN,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49365_64LQFP,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49395_100LQFP,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49395_48LQFP,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49395_48QFN,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Holtek,HT32F49395_64LQFP,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/holtek/ht32f4x.cfg,upstream-openocd,mapping_candidate,not_verified,openocd-parts-expanded.csv
Infineon,CY8C4024AXI-S402,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024AXI-S412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024AZI-S403,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024AZI-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024AZQ-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024FNI-S402,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024FNI-S412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024LQA-S411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024LQA-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024LQI-S401,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024LQI-S402,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024LQI-S403,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024LQI-S411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024LQI-S412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024LQI-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024LQS-S411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024LQS-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024PVA-S411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024PVA-S412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024PVS-S411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4024PVS-S412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025AXI-S402,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025AXI-S412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025AZI-S403,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025AZI-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025AZQ-S403,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025AZQ-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025FNI-S402,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025FNI-S412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025FNI-T412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025FNI-T442,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025FNI-T452,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025LQA-S411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025LQA-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025LQI-S401,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025LQI-S402,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025LQI-S403,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025LQI-S411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025LQI-S412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025LQI-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025LQI-T411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025LQI-T412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025LQI-T441,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025LQI-T442,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025LQI-T451,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025LQI-T452,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025LQS-S411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025LQS-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025PVA-S411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025PVA-S412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025PVS-S411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4025PVS-S412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4026FNI-T412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4026FNI-T442,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4026LQI-T411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4026LQI-T412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4026LQI-T441,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4026LQI-T442,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045AXI-S412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045AZI-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045AZQ-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045FNI-S412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045FNI-T412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045FNI-T442,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045FNI-T452,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045LQA-S411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045LQA-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045LQE-T1,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045LQI-S411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045LQI-S412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045LQI-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045LQI-T411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045LQI-T412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045LQI-T441,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045LQI-T442,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045LQI-T451,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045LQI-T452,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045LQS-S411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045LQS-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045LQS-T1,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045PVA-S411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045PVA-S412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045PVS-S411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4045PVS-S412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4046FNI-T412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4046FNI-T412B,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4046FNI-T442,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4046FNI-T452,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4046LQE-T1,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4046LQI-T411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4046LQI-T412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4046LQI-T441,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4046LQI-T442,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4046LQI-T451,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4046LQI-T452,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4046LQQ-T412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4046LQS-T1,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4046ZZI-T411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4046ZZI-T451,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4046ZZQ-T411,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4046ZZQ-T451,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124AZI-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124AZI-S433,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124FNI-S403,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124FNI-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124FNI-S433,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124FNQ-S433,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124LQA-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124LQA-S423,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124LQA-S433,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124LQE-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124LQE-S423,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124LQE-S433,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124LQI-S412,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124LQI-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124LQI-S432,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124LQI-S433,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124LQS-S413,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124LQS-S423,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
Infineon,CY8C4124LQS-S433,cmsis_device_name,"[""ARM Cortex-M""]",tcl/target/psoc4.cfg,upstream-openocd,mapping_candidate,not_verified,plasma_openocd_parts_next5_mapped.csv
